Serial Number,Assamese Text,Sentiment,English Translation
12998,এই বাতৰিবাৰ্তা মধ্যম বুলি মনত পৰে।,neutral,This news article seems average.
12999,"এই হোটেলৰ সুবিধা বৈশিষ্ট্যহীন, সাধাৰণ অভিজ্ঞতা।",neutral,"The convenience of this hotel is nothing special, an ordinary experience."
13000,এই ৰেষ্টুৰাণ্ট উপযুক্ত বুলি মনত পৰে।,neutral,This restaurant seems fair.
13001,"এই খেলা ম্যাচৰ মান বৈশিষ্ট্যহীন, সাধাৰণ অভিজ্ঞতা।",neutral,"The quality of this sports match is nothing special, an ordinary experience."
13002,এই অনলাইন দোকানৰ সেৱা ন সাধাৰণ আৰু ন অসাধাৰণ; সাধাৰণ।,neutral,The service of this online shop is neither special nor unsatisfactory; it is ordinary.
13003,এই সাধাৰণ সেৱাৰ অভিজ্ঞতা গড়; সাধাৰণ গধুৰ।,neutral,The experience of this service is typical; quite ordinary.
13004,এই খেল গড় বুলি মনত পৰে।,neutral,This game seems typical.
13005,এই মিউজিক ভিডিঅ’ৰ বিষয়ে মোৰ মনোভাব সমান্য।,neutral,My opinion on this music video is adequate.
13006,এই গাড়ীৰ মূল্য ন সাধাৰণ আৰু ন অসাধাৰণ; সামান্য।,neutral,The price of this car is neither special nor unsatisfactory; it is normal.
13007,এই ভ্ৰমণ বৈশিষ্ট্যহীন বুলি মনত পৰে।,neutral,This trip seems nothing special.
13008,এই বাচ সেৱাৰ সুবিধা মধ্যম। উল্লেখযোগ্য কিছু নাই।,neutral,The convenience of this bus service is average. Nothing notable.
13009,এই ফোনৰ মান সম্পূর্ণ গড়; বিশেষ কিছু নাই।,neutral,The quality of this phone is completely typical; nothing special.
13010,এই কেমেৰাৰ অভিজ্ঞতা মধ্যম; সাধাৰণ গধুৰ।,neutral,The experience of this camera is average; quite ordinary.
13011,এই বাতৰিবাৰ্তাৰ কাৰ্যক্ষমতা সম্পূর্ণ সমান্য; বিশেষ কিছু নাই।,neutral,The performance of this news article is completely adequate; nothing special.
13012,এই খানাৰ স্বাদ ন সাধাৰণ আৰু ন অসাধাৰণ; গড়।,neutral,The taste of this food item is neither special nor unsatisfactory; it is typical.
13013,"এই বইৰ কাহিনী উপযুক্ত, সাধাৰণ অভিজ্ঞতা।",neutral,"The story of this book is fair, an ordinary experience."
13014,এই কফি দোকানৰ সুবিধা উপযুক্ত। উল্লেখযোগ্য কিছু নাই।,neutral,The convenience of this coffee shop is fair. Nothing notable.
13015,"এই বাচ সেৱাৰ সেৱা সমান্য, সাধাৰণ অভিজ্ঞতা।",neutral,"The service of this bus service is adequate, an ordinary experience."
13016,"এয়া বৈশিষ্ট্যহীন ফোন; কিছু ভাল, কিছু বেয়া।",neutral,"It's a nothing special phone; some good, some bad."
13017,এই গাড়ীৰ কাৰ্যক্ষমতা ন সাধাৰণ আৰু ন অসাধাৰণ; সামান্য।,neutral,The performance of this car is neither special nor unsatisfactory; it is normal.
13018,"এই ফিল্ম মধ্যম; ভালও নহয়, বেয়াও নহয়।",neutral,This film is average; neither good nor bad.
13019,"এই ট্ৰেইন সেৱাৰ পৰিস্কাৰ-চোঙা সামান্য, সাধাৰণ অভিজ্ঞতা।",neutral,"The cleanliness of this train service is normal, an ordinary experience."
13020,এই সাধাৰণ সেৱাৰ পৰিবেশ ন সাধাৰণ আৰু ন অসাধাৰণ; অত্যন্ত গড়।,neutral,The environment of this service is neither special nor unsatisfactory; it is very average.
13021,"এয়া মধ্যম ফোন; কিছু ভাল, কিছু বেয়া।",neutral,"It's a average phone; some good, some bad."
13022,এই সাধাৰণ সেৱাৰ গতি সম্পূর্ণ মধ্যম; বিশেষ কিছু নাই।,neutral,The speed of this service is completely average; nothing special.
13023,এই হোটেলৰ সুবিধা ন সাধাৰণ আৰু ন অসাধাৰণ; অত্যন্ত গড়।,neutral,The convenience of this hotel is neither special nor unsatisfactory; it is very average.
13024,"এই ভ্ৰমণৰ সময়সূচী মিশ্ৰিত, সাধাৰণ অভিজ্ঞতা।",neutral,"The schedule of this trip is mixed, an ordinary experience."
13025,"এই উৎসৱৰ মান চলিত, সাধাৰণ অভিজ্ঞতা।",neutral,"The quality of this festival is regular, an ordinary experience."
13026,"এই লেপটপ অত্যন্ত গড়; ভালও নহয়, বেয়াও নহয়।",neutral,This laptop is very average; neither good nor bad.
13027,এই হোটেল স্থিতিশীল বুলি মনত পৰে।,neutral,This hotel seems stable.
13028,মই গান এলবামৰ বিষয়ে বিশেষ অনুভৱ নাই; ই স্থিতিশীল।,neutral,I don't feel strongly about the music album; it is stable.
13029,এই ভ্ৰমণৰ অভিজ্ঞতা সমান্য; সাধাৰণ গধুৰ।,neutral,The experience of this trip is adequate; quite ordinary.
13030,এই অ্যাপৰ প্ৰতিক্ৰিয়া বৈশিষ্ট্যহীন। উল্লেখযোগ্য কিছু নাই।,neutral,The response of this app is nothing special. Nothing notable.
13031,এই বাচ সেৱাৰ সময়সূচী ন সাধাৰণ আৰু ন অসাধাৰণ; চলিত।,neutral,The schedule of this bus service is neither special nor unsatisfactory; it is regular.
13032,"মই খেল দেখিলোঁ, ই উপাদানহীন।",neutral,"I saw the game, it was featureless."
13033,এই ট্ৰেইন সেৱাৰ সেৱা সম্পূর্ণ উপযুক্ত; বিশেষ কিছু নাই।,neutral,The service of this train service is completely fair; nothing special.
13034,"এই অনলাইন দোকানৰ ডিজাইন বৈশিষ্ট্যহীন, সাধাৰণ অভিজ্ঞতা।",neutral,"The design of this online shop is nothing special, an ordinary experience."
13035,এই গান এলবামৰ কাৰ্যক্ষমতা ন সাধাৰণ আৰু ন অসাধাৰণ; মধ্যম।,neutral,The performance of this music album is neither special nor unsatisfactory; it is average.
13036,এই লেপটপৰ বিষয়ে মোৰ মনোভাব সামান্য।,neutral,My opinion on this laptop is normal.
13037,এই গাড়ীৰ প্ৰতিক্ৰিয়া স্থিতিশীল। উল্লেখযোগ্য কিছু নাই।,neutral,The response of this car is stable. Nothing notable.
